kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan
DR043,"Daun koro, segar",23,3,0.3,3.7,0,134,81,6.2,4,68.4,0.2,0.5,0,0.28,0.2,1.3,29,Tunggal,Sayur
DR044,"Daun kubis, segar",51,2.5,1.1,8,3.4,100,50,3.4,50,100,0.9,0.6,0,0.4,0.1,0.2,16,Tunggal,Sayur
DR045,"Daun kumak, segar",14,1.3,0.3,2.3,0.9,90,59,2.7,2,36.5,0.1,0.3,0,0.01,0,0.5,3,Tunggal,Sayur
DR046,"Daun labu siam, segar",34,4,0.4,4.7,3.5,58,70,2.5,16,630.7,0.2,0.3,0,0.08,0.4,1.7,16,Tunggal,Sayur
DR047,"Daun labu waluh/kuning, segar",34,3.6,0.6,4.5,2.9,138,99,3.7,16,630.7,0.2,0.3,0,0.14,0.2,1.3,36,Tunggal,Sayur
DR048,"Daun lamtoro, segar",87,8.3,1.8,14.4,3.3,725,174,3.9,10,197.7,0.5,1.4,0,0,0.1,2.3,32,Tunggal,Sayur
DR049,"Daun leilem, segar",76,2.8,0.2,15.8,3.1,296,22,3.4,6,46,0.5,1.1,0,0.3,0.1,2.5,22,Tunggal,Sayur
DR050,"Daun leunca, segar",49,4.7,0.5,8.1,0,210,80,6.1,0,0,0,0,0,0.14,0,0,40,Tunggal,Sayur
DR051,"Daun lobak, segar",30,2.3,0.4,5.8,3.2,140,33,3.7,16,747.4,0.2,0.2,0,0.07,1.1,6.5,109,Tunggal,Sayur
DR052,"Daun lompong talas, segar",44,3,0.8,7.4,3.3,76,59,1,3,578.4,0.2,0.4,0,0.08,0.4,1.4,31,Tunggal,Sayur
DR053,"Daun mangkokan, segar",57,3.7,0.3,11.8,0,474,49,4,0,0,0,0,0,0.06,0,0,83,Tunggal,Sayur
DR054,"Daun matel ambon, segar",71,6.8,1.6,11.5,4.6,93,95,10.2,0,0,0,0,0,0.08,0,0,26,Tunggal,Sayur
DR055,"Daun melinjo, segar",104,5,1.3,21.3,10.3,219,82,4.2,12,604.8,0.4,0.6,0,0.09,0,0,182,Tunggal,Sayur
DR056,"Daun mengkudu, segar",65,4,1.7,11.4,3.9,296,40,6.9,0,0,0,0,0,0.01,0.1,5.7,35,Tunggal,Sayur
DR057,"Daun ndusuk, segar",166,1.7,0.5,38.8,10.7,40,20,1.8,40,310,0.2,0.7,0,0.4,0.1,0.1,30,Tunggal,Sayur
DR058,"Daun oyong, segar",22,1,0.1,5.3,2,21,44,2,40,295.5,0.1,0.2,0,0.08,0.1,0.8,150,Tunggal,Sayur
DR059,"Daun pakis, segar",39,4.5,0.4,6.9,2,136,159,2.3,20,201.9,0.2,0.3,0,0.02,0.1,0.5,3,Tunggal,Sayur
DR060,"Daun pakis longgiho, segar",54,2.2,3.6,3.1,2.1,40,80,0.7,70,500,0.4,0.1,0,0.4,0.3,0.2,8,Tunggal,Sayur
DR061,"Daun pakis wambateu, segar",53,3.4,1.2,7.2,4.8,30,100,0.3,20,200,0.2,0.3,0,0.7,0.2,0.3,6,Tunggal,Sayur
DR062,"Daun paku, segar",29,3.4,0.1,6.5,4.3,13,88,1.3,19,434,0.5,0.7,0,0.2,0.1,11.7,10,Tunggal,Sayur
DR063,"Daun pangi,segar",104,3.9,0.6,17.9,8.3,256,22,1.8,4,266,1.7,0.5,0,0.4,0.1,0.1,23,Tunggal,Sayur
DR064,"Daun pare, segar",49,2.7,1,8.4,3,217,70,3.3,7,498,0.4,1.2,0,0.4,0.2,0.6,7,Tunggal,Sayur
DR065,"Daun pepaya, segar",87,8,2,11.9,1.5,353,63,0.8,4,926.6,0.2,1.5,0,0.15,0.5,1.9,140,Tunggal,Sayur
DR066,"Daun pohpohan, segar",37,2.5,0.8,6.9,2.6,744,80,5.9,0,0,0,0,0,0.03,0,0,5,Tunggal,Sayur
DR067,"Daun selasih, segar",62,4,0.5,10.5,5.3,122,16,13.9,3,259,0.4,0.7,0,0.5,0.1,0.2,24,Tunggal,Sayur
DR068,"Daun semanggi, segar",45,4.4,0.5,8.5,1.9,98,90,7,64,520.7,0.5,0.3,0,0.01,0.5,0.7,6,Tunggal,Sayur
DR069,"Daun simpur, segar",53,3.2,2.5,7.6,1.6,228,194,3.5,0,0,0,0,0,0.02,0,0,5,Tunggal,Sayur
DR070,"Daun singkil, segar",68,2,1,15.2,3.3,178,86,2.1,0,0,0,0,0,0.02,0,0,3,Tunggal,Sayur
DR071,"Daun singkong, segar",50,6.2,1.1,7.1,2.4,166,99,1.3,17,23.1,0.1,2,0,0.04,0.1,1.8,103,Tunggal,Sayur
DR072,"Daun singkong ambon, segar",144,12.7,1.2,25.2,10.2,165,54,3.9,44,62.2,0.2,5.4,0,0.21,1,4.2,220,Tunggal,Sayur
DR073,"Daun singkong ampenan, segar",50,6.2,1.1,7.1,2.4,352,123,2.7,49,570,0.2,1.3,0,0.5,0.1,1.6,103,Tunggal,Sayur
DR074,"Daun singkong kopang, segar",74,6.3,0.7,10.7,4.6,142,115,1.7,32,382,0.2,1.5,0,0.5,0.5,1.9,211,Tunggal,Sayur
DR075,"Daun sintrong, segar",36,2.6,0.9,6.1,1.7,398,95,9.3,64,444.4,0.1,0.4,0,0.03,0.2,0.9,3,Tunggal,Sayur
DR076,"Daun talas, segar",59,3,0.4,13.5,3,236,50,2.4,4,854.1,0.4,0.5,0,0.07,0.6,2,24,Tunggal,Sayur
DR077,"Daun tespong, segar",70,2.9,0.3,13.9,2.3,155,65,2.5,72,0,0.15,0.9,0,0.05,0.7,1.4,21,Tunggal,Sayur
DR078,"Daun ubi kuning, segar",62,3.7,0.3,11.1,6.4,170,40,0.6,10,0,0.2,0.5,0,0.3,0.3,1.2,4,Tunggal,Sayur
DR079,"Daun ubi merah, segar",48,3,0.3,10.8,1.4,80,81,6.4,33,517.3,0,0.4,0,0.1,0.2,1.2,27,Tunggal,Sayur
DR080,"Daun ubi putih, segar",46,2.8,0.2,8.2,4.8,120,50,0.8,10,0,0.2,0.5,0,0.3,0.3,0.9,8,Tunggal,Sayur
DR081,"Daun ubi tinta, segar",55,1.7,0.1,11.9,7.6,120,40,0.6,10,0,0.2,0.5,0,0.2,0,0,7,Tunggal,Sayur
DR082,"Eceng, segar",19,1,0.2,3.8,1.8,80,45,3.7,45,634.1,0,0,0,0.08,0.1,0.7,50,Tunggal,Sayur
DR083,"Gambas (oyong), segar",19,0.8,0.2,4.1,1.3,19,33,0.9,23,109.1,0,0.1,0,0.03,0,0.4,8,Tunggal,Sayur
DR084,"Genjer, segar",35,1.7,0.2,7.7,2.5,62,33,2.1,64,905.8,0,0,0,0.07,0.1,1.1,54,Tunggal,Sayur
DR085,"Jagung muda / semi, segar",35,2.2,0.1,7.4,1.9,7,100,0.5,353,230.2,0.1,0.8,0,0.08,0.16,0.9,8,Tunggal,Sayur
DR086,Jamur encik,296,9.4,1.1,62,0,5,277,5.3,2,0,0.2,3.1,0,1.1,0.1,0,0,Tunggal,Sayur
DR087,"Jamur kuping, kering",294,16,0.9,64.6,46.5,51,223,6.7,174,726.1,0.29,5.5,0,0.11,0.6,2.7,0,Tunggal,Sayur
DR088,"Jamur kuping, segar",21,3.8,0.6,0.9,5.1,3,94,1.7,17,33.4,0.19,0.1,0,0.1,0.09,0.1,5,Tunggal,Sayur
DR089,"Jamur merang, segar",30,3.5,0.2,4,2.4,14,117,1,300,300,0.3,0.8,0,0.02,0.2,0.5,0.2,Tunggal,Sayur
DR090,"Jamur tiram, segar",30,1.9,0.1,5.5,3.6,9,83,0.7,226,226,0,0.8,0,0.3,0.2,1,0.2,Tunggal,Sayur
DR091,Jamur sagu,48,1.9,3.2,2.8,1,10,90,0.6,100,440,0.6,0.6,0,0.2,0.2,6.5,0,Tunggal,Sayur
DR092,"Jantung pisang, segar",32,1.2,0.3,7.1,3.2,30,50,0.1,3,524,0.09,0.3,0,0.05,0.03,0.8,10,Tunggal,Sayur
DR093,"Jengkol, segar",192,5.4,0.3,40.7,1.5,4,150,0.7,60,241,0.3,0.6,0,0.05,0.2,0.5,31,Tunggal,Sayur
DR094,"Jotang, segar",34,1.9,0.3,7.1,3.5,162,41,4,59,388.5,0.3,1.2,0,0.03,0,0.4,20,Tunggal,Sayur
DR095,"Kabau, segar",130,6.7,0.3,25.2,2.9,4,204,0.5,1,397.8,0.2,0.5,0,0.8,0.1,0.3,16,Tunggal,Sayur
DR096,"Kacang mekah, polong, segar",22,1.1,1,3.4,1.1,63,296,1,2,69.2,0.3,0,0,0.02,0,0.4,0,Tunggal,Sayur
DR097,"Kacang panjang, segar",31,2.3,0.1,5.3,2.7,60,64,0.6,30,213,0.1,0.5,0,0.7,0.1,0.3,46,Tunggal,Sayur
DR098,Kacang ranti polong,37,3.1,0.2,7.9,2.5,103,126,0.8,0,0,0,0,0,0.02,0,0,6,Tunggal,Sayur
DR099,"Kalakai, segar",38,2.4,0.2,6.6,5.8,18,90,1.1,7,443,0.4,0.9,0,0.3,0.1,0,8,Tunggal,Sayur
DR100,"Kangkung, segar",28,3.4,0.7,3.9,2,67,54,2.3,65,250.1,0.13,0.4,0,0.07,0.36,2,17,Tunggal,Sayur
DR101,Kangkung tondano,43,1.8,0.2,8.4,4.3,72,9,0.7,30,361,0.3,0.4,0,0.8,0.1,1.1,23,Tunggal,Sayur
DR102,"Kapri muda, segar",45,3.3,0.2,9,1.8,51,85,1,2,118.4,0.09,0.7,0,0.2,0.1,0.9,49,Tunggal,Sayur
DR103,Karawila,25,2.3,0.2,3.5,2.1,25,67,0.3,8,88.4,0.08,0.3,0,0.1,0.1,0.4,39,Tunggal,Sayur
DR104,"Kecipir muda, segar",32,2.9,0.2,5.8,5.5,63,37,0.3,3,103.8,0.18,0.4,0,0.24,0.11,0.7,19,Tunggal,Sayur
DR105,"Kecombrang, segar",34,0.9,1,6.7,2.6,60,16,1,47,650.6,0,0,0,0,0.02,0.8,0,Tunggal,Sayur
DR106,"Kelawi,kluwih, segar",118,1.5,0.3,27.2,5,28,32,0.9,2,500.9,0.09,0.1,0,0.1,0.03,0.9,19,Tunggal,Sayur
DR107,"Kembang turi, segar",51,1.8,0.6,9.6,5,23,29,0.9,22,275.3,0.15,0.9,0,0.13,0.12,0.6,41,Tunggal,Sayur
DR108,"Kerokot, segar",26,1.7,0.4,3.8,1,103,39,3.6,4,240.5,0.23,0.9,0,0.03,0.09,0.2,25,Tunggal,Sayur
DR109,"Ketimun, segar",8,0.2,0.2,1.4,0.3,29,95,0.8,2,57.1,0.02,0.1,0,0.01,0.02,0.1,1,Tunggal,Sayur
DR110,"Ketimun krai, segar",10,0.5,0.2,2,0.6,20,98,1,10,82.1,0.03,0.1,0,0.02,0.03,0.1,3,Tunggal,Sayur
DR111,"Ketimun madura, segar",9,0.5,0.1,1.9,0.7,15,102,0.6,2,78.9,0.02,0.1,0,0.02,0.02,0.1,5,Tunggal,Sayur
DR112,"Komak, segar",99,3.3,0.1,21.2,10.3,50,99,13.1,15,567,0.2,0.6,0,0.2,0.19,0.1,0,Tunggal,Sayur
DR113,Kembang Kol,25,2.4,0.2,4.9,1.6,22,72,1.1,47,187,0.04,0.3,0,0.11,0.09,0.6,69,Tunggal,Sayur
DR114,"Kol merah, kol putih",29,1.4,0.2,5.3,1.9,46,31,0.5,28,236.8,0.29,0.3,0,0.06,0.07,0.3,50,Tunggal,Sayur
DR115,"Koro kerupuk, polong",128,8.3,0.7,22.1,0,17,12,2.7,0,0,0,0,0,0.11,0,0,31,Tunggal,Sayur
DR116,"Koro wedus, polong",46,3,0.3,7.9,3.3,56,47,1.1,2,249.3,0.09,0.4,0,0.09,0.09,0.5,17,Tunggal,Sayur
DR117,"Kucai, segar",45,2.2,0.3,10.3,4.8,52,50,1.1,21,439.5,0.11,0.5,0,0.11,0.2,1.8,17,Tunggal,Sayur
DR118,"Kucai muda (Lokio), segar",42,3.8,0.6,7.8,4.9,76,91,2.5,22,449.1,0.11,0.5,0,0.11,0.2,1.8,59,Tunggal,Sayur
DR119,Kulit melinjo,111,4.5,1.1,20.7,5,117,179,2.6,0,0,0,0,0,0.07,0,0,7,Tunggal,Sayur
DR120,"Kundur, segar",22,0.4,0.2,4.7,1.3,3,54,0.5,2,200,0.1,0.3,0,0.1,0.03,0.4,1,Tunggal,Sayur
DR121,"Labu air, segar",19,0.6,0.2,3.8,0.6,12,18,0.6,2,168.2,0.03,0.8,0,0.04,0.02,0.4,10,Tunggal,Sayur
DR122,"Labu kuning, segar",51,1.7,0.5,10,2.7,40,180,0.7,280,220,0.35,1.5,0,0.2,0,0.1,2,Tunggal,Sayur
DR123,"Labu siam, segar",30,0.6,0.1,6.7,6.2,14,25,0.5,3,167.1,0.16,1,0,0.02,0,0.6,18,Tunggal,Sayur
DR124,"Labu waluh, segar",32,1.1,0.1,6.6,0.5,45,64,1.4,1,356.2,0.13,0.3,0,0.08,0.12,0.6,52,Tunggal,Sayur
DR125,"Lantar, segar",34,2.2,0.3,5.5,2.9,10,58,0.4,3,155,0.2,0.4,0,0.3,0.07,0.4,4,Tunggal,Sayur
DR126,"Lobak, segar",21,0.9,0.1,4.2,1.4,35,26,0.6,49,109.3,0.03,0.2,0,0.03,0.04,0.3,32,Tunggal,Sayur
DR127,"Lumai/Leunca, segar",38,1.1,0.3,7.6,2,7,55,1,2,0,0.1,0.3,0,0.2,0.1,0.6,17,Tunggal,Sayur
DR128,"Melinjo, segar",66,5,0.7,13.3,0,163,75,2.8,0,0,0,0,0,0.1,0,0,100,Tunggal,Sayur
DR129,Mostarda metan - sawi hijau,33,2.3,0.5,4.7,1.8,60,30,3.1,20,100,0.1,0.4,0,0.2,0.1,0.1,12,Tunggal,Sayur
DR130,"Nangka muda, segar",57,2,0.4,11.3,8.3,45,29,0.5,1,246.5,0.04,0.1,0,0.07,0.06,0.7,9,Tunggal,Sayur
DR131,"Paria putih, segar",19,1,0.4,3.6,1.3,31,65,0.9,5,277.7,0.03,0.8,0,0.18,0.04,0.4,58,Tunggal,Sayur
DR132,"Pepare ular, segar",19,0.6,0.1,3.9,1,20,10,0.4,130,30,0.1,0.1,0,0.1,0.1,0.1,9,Tunggal,Sayur
DR133,"Pepaya muda, segar",29,2.1,0.1,4.9,2.1,50,16,0.4,22,211.2,0.01,0,0,0.02,0.03,0.3,19,Tunggal,Sayur
DR134,"Petai, segar",92,5.4,1.1,15.2,2,14,170,1.6,55,221,0.2,0.8,0,0.8,0.1,6.1,34,Tunggal,Sayur
DR135,"Peterseli, segar",53,3.7,1,9,0,193,84,4.3,18,1125.6,0.2,1.4,0,0.11,0.29,0.7,193,Tunggal,Sayur
DR136,"Pucuk lumai/daun leunca, segar",33,4.5,0.4,2.8,0,13,75,2.9,2,0,0.2,0.6,0,0.5,0.1,0,41,Tunggal,Sayur
DR137,"Putri malu, segar",76,3.6,0.3,14.6,7.1,119,84,3.3,1,631,0.6,1.4,0,0.6,0.6,0,6,Tunggal,Sayur
DR138,"Rebung, segar",25,0.8,0.1,5.3,9.7,3,5,0.5,3,206,0.1,0.4,0,0.2,0.07,0.5,0,Tunggal,Sayur
DR139,"Rimbang, segar",75,1.6,0.6,15.8,10,55,97,0.6,20,234,0.4,0.4,0,0.4,0.1,1.3,38,Tunggal,Sayur
DR140,Rumput laut,41,1.4,0.3,8.1,2.2,80,20,1.6,250,380,0.2,0.4,0,0.2,0,0.1,7,Tunggal,Sayur
DR141,"Sawi, segar",28,2.3,0.3,4,2.5,220,38,2.9,22,436.5,0.12,0.2,0,0.09,0.23,0.7,102,Tunggal,Sayur
DR142,"Sawi putih / pecai, segar",9,1,0.1,1.7,0.8,56,42,1.1,5,193.1,0.05,0.1,0,0.05,0.18,0.4,3,Tunggal,Sayur
DR143,"Sawi taiwan, segar",30,1.9,0.5,4.4,2.7,100,58,1.6,27,217,0.1,0.7,0,0.2,0.1,0.6,33,Tunggal,Sayur
DR144,"Sawi tanah, segar",19,1.3,0.2,2.9,2.2,92,45,1.2,17,145,0.1,0.4,0,0.2,0.1,0.1,36,Tunggal,Sayur
DR145,"Selada, segar",18,1.2,0.2,2.9,1.8,22,25,0.5,19,186.4,0.03,0.2,0,0.04,0.13,0.4,8,Tunggal,Sayur
DR146,"Selada air, segar",17,3.1,0.2,2.2,0.7,95,152,2.4,65,260.7,0.11,0.2,0,0.09,0.14,0.7,56,Tunggal,Sayur
DR147,"Seledri, segar",23,1,0.1,4.6,2,50,40,1,64,258.8,0.08,0.4,0,0.03,0.07,0.4,11,Tunggal,Sayur
DR148,"Taoge, segar",34,3.7,1.2,4.3,1.1,166,74,0.8,19,93.3,0.16,0.4,0,0.09,0,1.1,5,Tunggal,Sayur
DR149,"Taoge kacang kedelai, segar",76,9,2.6,6.4,0.7,50,65,1,5,212.4,0.26,0.7,0,0.23,0.19,1.2,15,Tunggal,Sayur
DR150,"Taoge kacang tunggak, segar",40,5,0.2,5.8,2.6,57,88,1,2,226.8,0.07,0.5,0,0.07,0.08,0.8,15,Tunggal,Sayur
DR151,"Tebu terubuk (lilin), segar",30,4.6,0.4,3,0.8,40,80,2,699,0,0.2,1.1,0,0.08,0.2,1.2,50,Tunggal,Sayur
DR152,"Tekokak, segar",34,2,0.1,7.9,4.9,50,30,2,3,333.3,0.12,0.2,0,0.08,0.05,0.9,8,Tunggal,Sayur
DR153,"Tekokak, kering",302,8.3,1.7,72.6,21.2,370,180,22.2,9,0,1044.2,1,0,0.4,0.17,5.1,0,Tunggal,Sayur
DR154,"Terong, segar",28,1.1,0.2,5.5,2.1,15,37,0.4,9,187,0.1,0.1,0,0.04,0.03,0.5,5,Tunggal,Sayur
DR155,"Terong asam, segar",37,2,0.4,6.3,3.2,13,59,1.5,3,155,0.3,0.3,0,0.2,0.1,0.8,4,Tunggal,Sayur
DR156,"Terung belanda, segar",52,2.1,1.1,8.6,1.4,16,40,1.1,0,0,0,0,0,0.42,0.06,0,12,Tunggal,Sayur
DR157,"Terung bengkulu, segar",52,1.1,0.4,11.2,3.2,19,39,1.1,14,0,0.16,1,0,0.23,0.04,0,6,Tunggal,Sayur
DR158,"Terong hintalo, segar",45,1.9,0.8,7.5,5.1,19,268,1,167,142,0.6,0.2,0,0.2,0.4,0,4,Tunggal,Sayur
DR159,Terung panjang,25,2.1,0.1,5.3,0.5,38,24,0.7,9,53.7,0.09,0.2,0,0.15,0.06,0.7,8,Tunggal,Sayur
DR160,"Tomat, air (sari), segar",20,1,0.2,3.5,0.4,7,15,0.4,10,225.2,0.06,0.1,0,0.05,0.03,0.7,10,Tunggal,Sayur
DR161,"Tomat merah, segar",24,1.3,0.5,4.7,0,8,77,0.6,10,164.9,0.14,0.2,0,0.06,0.07,0.4,34,Tunggal,Sayur
DR162,"Tomat muda, segar",24,2,0.7,3.3,1.8,5,27,0.5,10,210,0.07,0.2,0,0.07,0.04,0.7,30,Tunggal,Sayur
DR163,"Uceng/ bunga melinjo, segar",82,5.8,1.3,11.7,4.8,70,266,2.4,0,0,0,0,0,0.11,0.15,0,3,Tunggal,Sayur
DR164,"Umbut kelapa, segar",39,2,0.2,7.2,2.5,57,49,0,4,447,0.2,1.4,0,0.1,0.1,0,8,Tunggal,Sayur
DR165,Umbut rotan,34,2.4,0.3,5.5,2.2,89,79,1.3,8,552,0.2,1.9,0,0.2,0,0,9,Tunggal,Sayur
DR166,"Wortel, segar",36,1,0.6,7.9,1,45,74,1,70,245,0.06,0.3,0,0.04,0.04,1,18,Tunggal,Sayur
EP001,Barongko,159,3.1,5.8,23.5,0,35,65,1.2,46,78,0.3,0.6,0,0,0,0,8,Olahan,Buah
EP002,Dodol nanas,338,1.5,1.2,80.3,0,0,0,0,0,0,0,0,0,0.55,0,0,0,Olahan,Buah
EP003,Getuk pisang,144,1.1,0.4,34.1,0.4,48,32,1,0,0,0,0,0,0.34,0,0,0,Olahan,Buah
EP004,Keripik lampung,485,1.7,22.2,69.7,0.6,43,65,0.8,0,0,0,0,0,0.41,0,0,0,Olahan,Buah
EP005,Ledre pisang,405,4.8,5.1,84.9,0.4,59,124,2.6,0,0,0,0,0,0.05,0,0,0,Olahan,Buah
EP006,Lempog durian,320,3.5,5.7,63.7,4.9,190,93,2.5,0,0,0,0,0,0.18,0.04,0,15,Olahan,Buah
EP007,Loka anjoro,163,1.1,4.3,30,0,0,0,0,0,0,0,0,0,0,0,0,3,Olahan,Buah
EP008,Rica-rica taipa,49,1.6,0.3,10,0,11,48,3,426,42,0.5,0.5,0,0.14,0,0,0,Olahan,Buah
EP009,Rujak aceh,82,0.4,0.3,19.7,2.4,0,0,0,0,0,0,0,0,0.1,0,0,0,Olahan,Buah
EP010,Sale kesemek,296,1.1,0.6,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Buah
EP011,Sale pisang siam,281,2.4,0.7,66.1,1,41,64,1.2,0,0,0,0,0,0,0,0,0,Olahan,Buah
EP012,"Sale pisang, cilacap",295,2.3,2.1,66.9,1.3,47,97,2.8,0,0,0,0,0,0.22,0.03,0,42,Olahan,Buah
EP013,Sanggara belanda,242,6.4,7.1,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Buah
EP014,Tepung Pisang,338,2.9,0.4,80.6,5.3,23,62,4,18,734,0.1,0.5,0,0.02,0.02,1,2,Olahan,Buah
EP015,Tepung Sukun,353,2.9,0.5,84.4,3.7,100,85,4.6,9,2008,0.1,0.6,0,0.4,0.02,0.1,3,Olahan,Buah
ER001,"Alpukat, segar",85,0.9,6.5,7.7,0,10,20,0.9,2,278,0.2,0.4,0,0.05,0.08,1,13,Tunggal,Buah
ER002,"Anggur hutan, segar",30,0.5,0.2,6.8,1.2,39,12,1.1,0,0,0,0,0,0.01,0,0,3,Tunggal,Buah
ER003,"Apel malang, segar",57,0.5,0.4,12.8,0.8,9,18,0.6,4,175.4,110.16,0,0,0.05,0.03,0.1,5,Tunggal,Buah
ER004,"Apel, segar",58,0.3,0.4,14.9,2.6,6,10,0.3,2,130,124.2,0.3,0,0.04,0.03,0.1,5,Tunggal,Buah
ER005,"Arbai, segar",37,0.8,0.5,8.3,0,28,27,0.8,2,43,63.52,18.9,0,0.03,0,0.1,60,Tunggal,Buah
ER006,"Belimbing, segar",36,0.4,0.4,8.8,3.3,4,12,1.1,4,130,0,0.1,0,0.03,0,0,35,Tunggal,Buah
ER007,"Biwah, segar",51,0.3,0.1,12.1,0.7,220,14,0.8,1,258.6,0.04,0.1,0,0.1,0.02,0,4,Tunggal,Buah
ER008,"Buah atung, segar",23,0.8,0.2,5.2,0,30,50,4.6,0,0,0,0,0,0.29,0,0,38,Tunggal,Buah
ER009,"Buah kelenting, segar",110,1.4,2.1,21.4,0,8,102,1.1,2,0,0.3,0.9,0,0.2,0.1,0,6,Tunggal,Buah
ER010,"Buah kom, segar",264,4,1.1,59.6,9,306,92,0.8,0,0,0,0,0,0.11,0,0,9,Tunggal,Buah
ER011,"Buah mentega (Bisbul), segar",39,0.7,0.2,9.7,2,43,17,0.8,1,90,0.06,0.1,0,0.02,0.01,0.1,33,Tunggal,Buah
ER012,"Buah Naga Merah, segar",71,1.7,3.1,9.1,3.2,13,14,0.4,128,128,0,0.4,0,0.5,0.3,0.5,1,Tunggal,Buah
ER013,"Buah Naga Putih, segar",56,0.8,1,10.9,3.2,13,27,0.5,231,231,0,0.4,0,0.02,0.5,0.9,1,Tunggal,Buah
ER014,"Buah negri, segar",55,1.2,0.1,12.2,5.2,30,40,0.2,10,0,0.1,0.3,0,0.33,0.03,0.1,9,Tunggal,Buah
ER015,"Buah nona, segar",101,1.7,0.6,25.2,2.8,27,20,0.8,5,312.5,325.7,0.1,0,0.08,0.16,0.9,22,Tunggal,Buah
ER016,"Buah rotan, segar",78,0.6,0.3,18.2,0,1,7,3.4,7,495,0.3,0.7,0,0.12,0,0,5,Tunggal,Buah
ER017,"Buah rukam, segar",113,0.8,0.3,26.8,7.7,108,52,1.2,2,219,0.3,0.9,0,0.06,0.01,0,20,Tunggal,Buah
ER018,"Buah ruruhi, segar",29,2.1,0.7,3.6,2.6,6,7,0,36,45,0,0.1,0,0.06,0.01,0,10,Tunggal,Buah
ER019,"Buah tuppa, segar",67,0.4,0.2,15.9,0,12,139,0.5,2,0,0.2,0.5,0,0.04,0.01,0,5,Tunggal,Buah
ER020,"Carica papaya, segar",24,1.9,0.2,3.7,1,51,33,1.8,0,0,0,0,0,0.32,0.07,0,85,Tunggal,Buah
ER021,"Cempedak, segar",116,3,0.4,28.6,3.4,20,30,1.5,26,243.7,0,0,0,0,0,0.5,15,Tunggal,Buah
ER022,"Duku, segar",63,1,0.2,16.1,4.3,18,9,0.9,2,147.5,0.09,0.2,0,0.05,0.15,1.5,9,Tunggal,Buah
ER023,"Durian, segar",134,2.5,3,28,3.5,7,44,1.3,1,601,0.12,0.3,0,0.1,0.19,136.5,53,Tunggal,Buah
ER024,"Duwet, segar",80,0.5,0.6,18.2,0.9,33,138,1.3,16,92.7,191.28,0.3,0,0.02,0.01,2.5,130,Tunggal,Buah
ER025,"Embacang, segar",98,1.4,0.2,25.4,1.9,21,15,0.5,3,250.9,0.13,0.1,0,0.03,0.09,0.7,56,Tunggal,Buah
ER026,"Encung asam, segar",122,3.5,4.5,17.5,9.3,63,69,3.2,0,0,0,0,0,0.02,0,0,0,Tunggal,Buah
ER027,"Erbis, segar",70,0.6,0,18.9,7.7,11,50,1.1,21,257.1,0.06,0.1,0,0,0.1,1.1,16,Tunggal,Buah
ER028,Gandaria masak,68,0.7,0.1,18,2.2,9,20,1,3,129,0,0,0,0.03,0.07,0.7,111,Tunggal,Buah
ER029,"Gatep, segar",191,4.5,1.5,39.7,13.4,186,69,3.2,17,403.3,0.69,1.4,0,0.05,0.2,1.8,0,Tunggal,Buah
ER030,"Jambu air, segar",46,0.6,0.2,11.8,2.1,8,9,1.1,11,321.2,0,0.1,0,0.02,0.38,4.6,5,Tunggal,Buah
ER031,Jambu biji,49,0.9,0.3,12.2,2.4,14,28,1.1,10,52.8,0.02,0.3,0,0.02,0.03,0.8,87,Tunggal,Buah
ER032,Jambu biji putih tidak berbiji,61,0.9,0.3,15.4,4.5,31,41,0.2,20,103,0.04,0.5,0,1.02,0.06,1.3,116,Tunggal,Buah
ER033,"Jambu bol, segar",49,2.3,0.2,9.6,3.5,8,8,0.3,1,14,0,0,0,0.13,0.01,0.5,22,Tunggal,Buah
ER034,"Jambu monyet, segar",64,0.7,0.6,15.8,1.2,4,13,0.5,12,107.8,0,0,0,0.02,0,2,197,Tunggal,Buah
ER035,"Jeruk bali, segar",48,0.6,0.2,12.4,0.8,23,27,0.5,21,366.1,171.25,0.1,0,0.04,0,0.4,43,Tunggal,Buah
ER036,"Jeruk banjar, segar",61,0.8,0.2,14.1,0,9,13,0.2,3,79,0.1,0.1,0,0.12,0.03,0.3,31,Tunggal,Buah
ER037,Jeruk garut-keprok,44,0.8,0.3,10.9,1.6,33,23,0.4,5,518.1,169.3,0.2,0,0.07,0.03,0.2,31,Tunggal,Buah
ER038,"Jeruk Kalamansi, segar",39,0.3,0.3,8.9,2.3,42,85,0.5,82,82,0.3,0.1,0,0.02,0.1,0,30,Tunggal,Buah
ER039,"Jeruk manis, segar",45,0.9,0.2,11.2,1.4,33,23,0.4,4,472.1,160,0.2,0,0.08,0.03,0.2,49,Tunggal,Buah
ER040,"Jeruk nipis, segar",44,0.5,0.2,10,0.4,18,22,0.2,3,108.9,0.06,0.1,0,0.01,0.03,0.2,20,Tunggal,Buah
