kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan,meal_type
DR120,"Kundur, segar",22,0.4,0.2,4.7,1.3,3,54,0.5,2,200,0.1,0.3,0,0.1,0.03,0.4,1,Tunggal,Sayur,Sarapan
DR121,"Labu air, segar",19,0.6,0.2,3.8,0.6,12,18,0.6,2,168.2,0.03,0.8,0,0.04,0.02,0.4,10,Tunggal,Sayur,Sarapan
DR122,"Labu kuning, segar",51,1.7,0.5,10,2.7,40,180,0.7,280,220,0.35,1.5,0,0.2,0,0.1,2,Tunggal,Sayur,Sarapan
DR123,"Labu siam, segar",30,0.6,0.1,6.7,6.2,14,25,0.5,3,167.1,0.16,1,0,0.02,0,0.6,18,Tunggal,Sayur,Sarapan
DR124,"Labu waluh, segar",32,1.1,0.1,6.6,0.5,45,64,1.4,1,356.2,0.13,0.3,0,0.08,0.12,0.6,52,Tunggal,Sayur,Sarapan
DR125,"Lantar, segar",34,2.2,0.3,5.5,2.9,10,58,0.4,3,155,0.2,0.4,0,0.3,0.07,0.4,4,Tunggal,Sayur,Sarapan
DR126,"Lobak, segar",21,0.9,0.1,4.2,1.4,35,26,0.6,49,109.3,0.03,0.2,0,0.03,0.04,0.3,32,Tunggal,Sayur,Sarapan
DR127,"Lumai/Leunca, segar",38,1.1,0.3,7.6,2,7,55,1,2,0,0.1,0.3,0,0.2,0.1,0.6,17,Tunggal,Sayur,Sarapan
DR128,"Melinjo, segar",66,5,0.7,13.3,0,163,75,2.8,0,0,0,0,0,0.1,0,0,100,Tunggal,Sayur,Sarapan
DR130,"Nangka muda, segar",57,2,0.4,11.3,8.3,45,29,0.5,1,246.5,0.04,0.1,0,0.07,0.06,0.7,9,Tunggal,Sayur,Sarapan
DR131,"Paria putih, segar",19,1,0.4,3.6,1.3,31,65,0.9,5,277.7,0.03,0.8,0,0.18,0.04,0.4,58,Tunggal,Sayur,Sarapan
DR132,"Pepare ular, segar",19,0.6,0.1,3.9,1,20,10,0.4,130,30,0.1,0.1,0,0.1,0.1,0.1,9,Tunggal,Sayur,Sarapan
DR133,"Pepaya muda, segar",29,2.1,0.1,4.9,2.1,50,16,0.4,22,211.2,0.01,0,0,0.02,0.03,0.3,19,Tunggal,Sayur,Sarapan
DR134,"Petai, segar",92,5.4,1.1,15.2,2,14,170,1.6,55,221,0.2,0.8,0,0.8,0.1,6.1,34,Tunggal,Sayur,Sarapan
DR135,"Peterseli, segar",53,3.7,1,9,0,193,84,4.3,18,1125.6,0.2,1.4,0,0.11,0.29,0.7,193,Tunggal,Sayur,Sarapan
DR136,"Pucuk lumai/daun leunca, segar",33,4.5,0.4,2.8,0,13,75,2.9,2,0,0.2,0.6,0,0.5,0.1,0,41,Tunggal,Sayur,Sarapan
DR137,"Putri malu, segar",76,3.6,0.3,14.6,7.1,119,84,3.3,1,631,0.6,1.4,0,0.6,0.6,0,6,Tunggal,Sayur,Sarapan
DR138,"Rebung, segar",25,0.8,0.1,5.3,9.7,3,5,0.5,3,206,0.1,0.4,0,0.2,0.07,0.5,0,Tunggal,Sayur,Sarapan
DR139,"Rimbang, segar",75,1.6,0.6,15.8,10,55,97,0.6,20,234,0.4,0.4,0,0.4,0.1,1.3,38,Tunggal,Sayur,Sarapan
DR141,"Sawi, segar",28,2.3,0.3,4,2.5,220,38,2.9,22,436.5,0.12,0.2,0,0.09,0.23,0.7,102,Tunggal,Sayur,Sarapan
DR142,"Sawi putih / pecai, segar",9,1,0.1,1.7,0.8,56,42,1.1,5,193.1,0.05,0.1,0,0.05,0.18,0.4,3,Tunggal,Sayur,Sarapan
DR143,"Sawi taiwan, segar",30,1.9,0.5,4.4,2.7,100,58,1.6,27,217,0.1,0.7,0,0.2,0.1,0.6,33,Tunggal,Sayur,Sarapan
DR144,"Sawi tanah, segar",19,1.3,0.2,2.9,2.2,92,45,1.2,17,145,0.1,0.4,0,0.2,0.1,0.1,36,Tunggal,Sayur,Sarapan
DR145,"Selada, segar",18,1.2,0.2,2.9,1.8,22,25,0.5,19,186.4,0.03,0.2,0,0.04,0.13,0.4,8,Tunggal,Sayur,Sarapan
DR146,"Selada air, segar",17,3.1,0.2,2.2,0.7,95,152,2.4,65,260.7,0.11,0.2,0,0.09,0.14,0.7,56,Tunggal,Sayur,Sarapan
DR147,"Seledri, segar",23,1,0.1,4.6,2,50,40,1,64,258.8,0.08,0.4,0,0.03,0.07,0.4,11,Tunggal,Sayur,Sarapan
DR148,"Taoge, segar",34,3.7,1.2,4.3,1.1,166,74,0.8,19,93.3,0.16,0.4,0,0.09,0,1.1,5,Tunggal,Sayur,Sarapan
DR149,"Taoge kacang kedelai, segar",76,9,2.6,6.4,0.7,50,65,1,5,212.4,0.26,0.7,0,0.23,0.19,1.2,15,Tunggal,Sayur,Sarapan
DR150,"Taoge kacang tunggak, segar",40,5,0.2,5.8,2.6,57,88,1,2,226.8,0.07,0.5,0,0.07,0.08,0.8,15,Tunggal,Sayur,Sarapan
DR151,"Tebu terubuk (lilin), segar",30,4.6,0.4,3,0.8,40,80,2,699,0,0.2,1.1,0,0.08,0.2,1.2,50,Tunggal,Sayur,Sarapan
DR152,"Tekokak, segar",34,2,0.1,7.9,4.9,50,30,2,3,333.3,0.12,0.2,0,0.08,0.05,0.9,8,Tunggal,Sayur,Sarapan
DR154,"Terong, segar",28,1.1,0.2,5.5,2.1,15,37,0.4,9,187,0.1,0.1,0,0.04,0.03,0.5,5,Tunggal,Sayur,Sarapan
DR155,"Terong asam, segar",37,2,0.4,6.3,3.2,13,59,1.5,3,155,0.3,0.3,0,0.2,0.1,0.8,4,Tunggal,Sayur,Sarapan
DR156,"Terung belanda, segar",52,2.1,1.1,8.6,1.4,16,40,1.1,0,0,0,0,0,0.42,0.06,0,12,Tunggal,Sayur,Sarapan
DR157,"Terung bengkulu, segar",52,1.1,0.4,11.2,3.2,19,39,1.1,14,0,0.16,1,0,0.23,0.04,0,6,Tunggal,Sayur,Sarapan
DR158,"Terong hintalo, segar",45,1.9,0.8,7.5,5.1,19,268,1,167,142,0.6,0.2,0,0.2,0.4,0,4,Tunggal,Sayur,Sarapan
DR160,"Tomat, air (sari), segar",20,1,0.2,3.5,0.4,7,15,0.4,10,225.2,0.06,0.1,0,0.05,0.03,0.7,10,Tunggal,Sayur,Sarapan
DR161,"Tomat merah, segar",24,1.3,0.5,4.7,0,8,77,0.6,10,164.9,0.14,0.2,0,0.06,0.07,0.4,34,Tunggal,Sayur,Sarapan
DR162,"Tomat muda, segar",24,2,0.7,3.3,1.8,5,27,0.5,10,210,0.07,0.2,0,0.07,0.04,0.7,30,Tunggal,Sayur,Sarapan
DR163,"Uceng/ bunga melinjo, segar",82,5.8,1.3,11.7,4.8,70,266,2.4,0,0,0,0,0,0.11,0.15,0,3,Tunggal,Sayur,Sarapan
DR164,"Umbut kelapa, segar",39,2,0.2,7.2,2.5,57,49,0,4,447,0.2,1.4,0,0.1,0.1,0,8,Tunggal,Sayur,Sarapan
DR166,"Wortel, segar",36,1,0.6,7.9,1,45,74,1,70,245,0.06,0.3,0,0.04,0.04,1,18,Tunggal,Sayur,Sarapan
BR024,"Suweg, talas, segar",74,1.4,0.1,17.2,1.4,42,46,1.3,7,400,0.1,0.1,0,0.04,0,0.4,2,Tunggal,Umbi,Sarapan
HP002,"Telur bebek, asin, mentah",179,13.6,13.3,4.4,0,120,157,1.8,483,140.1,0,0,253,0.28,0.98,0.6,0,Olahan,Telur,Sarapan
HP004,"Ikan, telur, asin, mentah",358,20.7,26.4,9.4,0,48,311,15.1,2684,59,0.4,3,1866,0.21,0.54,2.1,0,Olahan,Telur,Sarapan
HR001,"Telur ayam kampung, segar",174,10.8,14,1.2,0,68,268,4.9,190,141,0.6,1.5,203,0.78,0.62,0.2,0,Tunggal,Telur,Sarapan
HR002,"Telur ayam ras, segar",154,12.4,10.8,0.7,0,86,258,3,142,118.5,0.16,1,61,0.12,0.38,0.2,0,Tunggal,Telur,Sarapan
HR003,"Telur ayam ras, bagian kuning, segar",355,16.3,31.9,0.7,0,147,586,7.2,111,107.5,0.2,2.5,606,0.27,0.51,0.2,0,Tunggal,Telur,Sarapan
HR004,"Telur ayam ras, bagian putih, segar",50,10.8,0,0.8,0,6,17,0.2,164,138.5,0.03,0.4,0,0,0.26,0.4,0,Tunggal,Telur,Sarapan
HR005,"Telur bebek alabio, segar",187,11.8,14.2,3,0,60,268,6,115,80,0.6,1.7,180,1.55,0.37,0.1,0,Tunggal,Telur,Sarapan
HR006,"Telur bebek, bagian kuning, segar",386,17,35,0.8,0,150,400,7,106,90.7,0.09,2.5,870,0.6,0.68,1.4,0,Tunggal,Telur,Sarapan
HR007,"Telur bebek, bagian putih, segar",54,11,0,0.8,0,21,20,0.1,184,150.2,0.13,0.1,0,0.01,0.02,0.1,0,Tunggal,Telur,Sarapan
HR008,"Telur bebek tambak, segar",187,10.9,12.4,7.9,0,64,295,5.4,209,146,0.4,1.8,378,1.62,0.03,0.1,0,Tunggal,Telur,Sarapan
HR009,"Telur burung maleo, segar",436,26.5,36.3,0.4,0,154,120,4.3,77,333,0.4,2.9,3987,0,1,0.2,0,Tunggal,Telur,Sarapan
HR011,"Telur burung puyuh, segar",116,10.7,7,1.6,0,65,191,3.5,111,11,0.05,1.2,95,0.13,0.65,0.1,0,Tunggal,Telur,Sarapan
BR005,"Bengkuang, segar",59,1.4,0.2,12.8,1,15,18,0.6,2,244.3,0.1,0.3,0,0.04,0.1,0.2,20,Tunggal,Umbi,Sarapan
BR013,"Kentang, segar",62,2.1,0.2,13.5,0.5,63,58,0.7,7,396,0.4,0.3,0,0.09,0.1,1,21,Tunggal,Umbi,Sarapan
DP001,"Bayam, kukus",30,1.3,0.7,5.8,1.2,239,35,5.7,15,431,0.1,0.3,0,0.02,0.1,0.9,32,Olahan,Sayur,Sarapan
DP002,"Bayam, rebus",23,1.2,0.6,3.7,1.1,150,35,0.5,16,308.4,0.2,0.3,0,0.02,0.1,0.9,19,Olahan,Sayur,Sarapan
DP003,"Buncis, rebus",30,2.2,0.2,6.4,1.5,107,47,0.5,7,138.9,0.1,0.3,0,0.01,0.29,2,8,Olahan,Sayur,Sarapan
DP007,"Daun mengkudu, kukus",63,3.8,1.5,11.5,2.4,300,43,6,0,0,0,0,0,0.08,0.1,5.2,11,Olahan,Sayur,Sarapan
DP008,"Daun singkong, rebus",31,3.7,0.6,4.8,1.6,160,50,2.6,13,14,0.1,2,0,0.02,0.1,1.7,34,Olahan,Sayur,Sarapan
DP009,"Daun talas, rebus",27,1.3,0.2,5.9,1.6,119,41,1.4,3,519.4,0.5,0.5,0,0,0.6,1.9,7,Olahan,Sayur,Sarapan
DP010,"Daun ubi merah, kukus",56,3.1,0.3,13,1.5,78,52,4.3,28,472.8,0.1,0.4,0,0,0.2,1.1,14,Olahan,Sayur,Sarapan
DP011,"Kacang panjang, kukus",39,3,0.6,7.6,1.7,100,91,1.2,28,199,0.11,0.5,0,0.02,0.1,0.3,20,Olahan,Sayur,Sarapan
DP012,"Kacang panjang, rebus",30,2.3,0.4,5.8,1.4,71,68,0.8,24,114.5,0.1,0.4,0,0,0.07,0.2,15,Olahan,Sayur,Sarapan
DP016,"Selada, rebus",19,2.7,0.2,2.9,0.7,83,74,1.4,24,160.7,0.05,0.3,0,0.08,0.2,0.6,27,Olahan,Sayur,Sarapan
DP017,"Taoge, goreng",88,3.2,2.1,14,0.7,168,50,5.7,0,0,0,0,2,0.05,0,0,0,Olahan,Sayur,Sarapan
DP020,"Wortel, rebus",28,0.7,0.5,6.3,0.8,46,28,0.6,41,117.3,0.1,0.2,0,0.01,0.03,0.7,12,Olahan,Sayur,Sarapan
DP021,"Wortel, kukus",37,1,0.6,8.3,1.1,44,30,0.6,43,122.5,0.11,0.3,0,0.02,0.03,0.8,14,Olahan,Sayur,Sarapan
DP030,"Cap cai, sayur",97,5.8,6.3,4.2,0.6,287,89,1.8,405,0,0,0,45,0.21,0,0,1,Olahan,Sayur,Sarapan
DP037,"Karedok, sayur",92,2.2,3.3,14.1,1.4,174,85,2.4,0,0,0,0,0,0.08,0,0,3,Olahan,Sayur,Sarapan
DP044,Pelecing kangkung,75,2.5,2.8,10,5.4,36,3,2.1,408,381,0.1,0.4,0,0.7,0,0.2,12,Olahan,Sayur,Sarapan
DP047,Sayur asem,29,0.7,0.6,5,0.6,40,61,3.1,0,0,0,0,14,0.1,0,0,0.3,Olahan,Sayur,Sarapan
DP048,Sayur bunga pepaya,49,1.7,0.3,9.8,2.7,220,220,1.3,90,350,0.1,0.1,0,0,0.1,0,0,Olahan,Sayur,Sarapan
DP053,Sayur sop,27,1.3,2,1,0.3,168,57,1.8,0,0,0,0,20,0.1,0,0,0.2,Olahan,Sayur,Sarapan
DP061,Woku ubi,143,3.1,7.8,15,7,195,91,2.8,353,256,0.3,1,0,0.1,0,0,15,Olahan,Sayur,Sarapan
DR113,Kembang Kol,25,2.4,0.2,4.9,1.6,22,72,1.1,47,187,0.04,0.3,0,0.11,0.09,0.6,69,Tunggal,Sayur,Sarapan
DR114,"Kol merah, kol putih",29,1.4,0.2,5.3,1.9,46,31,0.5,28,236.8,0.29,0.3,0,0.06,0.07,0.3,50,Tunggal,Sayur,Sarapan
DP031,Gado-gado,137,6.1,3.2,21,1.1,301,135,7.5,0,0,0,0,3,0.1,0,0,1,Olahan,Sayur,Sarapan
AP010,"Jagung muda, rebus",142,5,0.7,30.3,0.8,5,105,0.8,5,24.3,0.2,0.9,0,0.15,0.08,0.7,0,Olahan,Serealia,Sarapan
AP060,Ketoprak,153,7.9,7.7,13,2.9,153,134,3.4,0,0,0,0,3,0.05,0,0,0,Olahan,Serealia,Sarapan
BP023,Bubur sagu,167,0.2,4,33,0,3,3,0.1,7,0,0.1,0.1,0,9,0,0.1,0,Olahan,Umbi,Sarapan
BP019,Beras Cerdas,350,2.7,1.1,82.3,6.2,28,351,2.9,358,568,0.2,0.9,0,0.02,0.2,0.3,0.2,Olahan,Umbi,Sarapan
BP020,Beras ganyong,364,3.4,0.7,86.3,4.7,4,47,5,4,72.2,0.2,0.6,0,0.02,0.02,0.3,0.2,Olahan,Umbi,Sarapan
BP021,Beras Siger,344,1.1,0.2,28.3,5.6,32,22,5.6,106,77.9,0.1,0.5,0,0.02,0.1,0.2,0.2,Olahan,Umbi,Sarapan
CP019,Pepes oncom ampas tahu,76,5.2,1.8,10.6,2.2,215,66,12.5,0,0,0,0,0,0.11,0,0,0,Olahan,Kacang,Sarapan
CP038,Kembang tahu rebus,90,10.7,4,4.7,0,85,0,0,0,0,0,0,0,0,0,0,0,Olahan,Kacang,Sarapan
CP037,Kembang tahu,380,48.9,13.8,23.3,0,378,781,2.1,55,455.3,0.68,4.2,0,0.15,0.08,0.7,0,Olahan,Kacang,Sarapan
CP050,Moon tahu,128,8,10,1.3,0.2,205,92,2.5,393,0,0,0,131,0.46,0,0,0,Olahan,Kacang,Sarapan
CP063,Tahu telur,328,12.6,19.9,24.6,0.4,492,238,4.9,755,0,0,0,73,0.42,0,0,0,Olahan,Kacang,Sarapan
CP082,Tempe pasar,150,14,7.7,9.1,1.4,517,202,1.5,7,165.9,0.4,1.2,0,0.17,0.44,3.6,0,Olahan,Kacang,Sarapan
CP062,Tahu goreng,115,9.7,8.5,2.5,0.1,229,200,4.1,7,68.2,0.09,1.3,0,0.01,0.24,0,0,Olahan,Kacang,Sarapan
CP076,"Tempe kedelai murni, goreng",350,24.5,26.6,10.4,4.2,202,296,4.9,22,626.7,0.8,2.5,0,0.24,0.6,3.3,0,Olahan,Kacang,Sarapan
CP083,Tempe pasar goreng,336,20,28,7.8,3.4,156,350,3,20,566.2,0.8,2.2,0,0.1,0.5,3,0,Olahan,Kacang,Sarapan
DP056,Shabu-shabu,88,3.2,8,0.8,0.9,217,48,2.9,514,0,0,0,82,0.2,0,0,0,Olahan,Sayur,Sarapan
DP027,Botok lamtoro,186,11.7,9.7,13,2.1,771,322,26,0,0,0,0,18,0.27,0,0,2,Olahan,Sayur,Sarapan
DP032,"Gudeg, sayur",160,3.3,9.2,16,2.3,62,55,12.8,0,0,0,0,0,0.15,0,0,0,Olahan,Sayur,Sarapan
DP033,Gulai pakis,143,4,11.4,6,1.4,548,124,1.7,0,0,0,0,11,0.35,0,0,1,Olahan,Sayur,Sarapan
DP034,Gulai pliek,176,7.3,14.9,3.2,0,39,54,1.4,257,285,0.3,0.6,0,0,0,0,0,Olahan,Sayur,Sarapan
DP057,Semur jengkol,212,6,10,29.1,0,77,99,1,0,0,0,0,0,0.14,0,0,4,Olahan,Sayur,Sarapan
EP014,Tepung Pisang,338,2.9,0.4,80.6,5.3,23,62,4,18,734,0.1,0.5,0,0.02,0.02,1,2,Olahan,Buah,Sarapan
EP006,Lempog durian,320,3.5,5.7,63.7,4.9,190,93,2.5,0,0,0,0,0,0.18,0.04,0,15,Olahan,Buah,Sarapan
FP005,Ham,384,16.9,35,0.3,0,10,136,2.5,112,819.3,0.11,0.4,0,0.7,0.95,9.7,0,Olahan,Daging,Sarapan
GP061,Fillet o-fish,270,12.3,15.9,19.3,0.2,239,272,1.8,439,0,0,0,34,0.59,0,0,0,Olahan,Ikan dsb,Sarapan
GP070,Jambal goreng,286,48.5,9.2,2.3,0,207,457,3.3,0,0,0,0,109,0.4,0,3.1,0,Olahan,Ikan dsb,Sarapan
CP069,Tauji cap singa,277,9.1,4.7,49.6,1.2,68,106,3,0,0,0,0,0,0.15,0,0,0,Olahan,Kacang,Sarapan
CP059,"Saridele, bubuk",344,30,20,43,6.2,450,500,4,56,2572.3,2.99,4,0,0.7,0.16,2,10,Olahan,Kacang,Sarapan
CP021,Bungkil kacang tanah,336,37.4,13,30.5,0,730,470,30.7,0,0,0,0,0,0.04,0,0,0,Olahan,Kacang,Sarapan
CP022,Bungkil kelapa,368,23,15,40,0,137,433,41.5,0,0,0,0,0,0,0.46,8.9,0,Olahan,Kacang,Sarapan
CR048,Lamtoro var. gung tanpa kulit,367,46.4,5.4,32.5,2.6,136,441,23.3,65,1462.3,0.07,5.6,0,0.06,1.15,1,9,Tunggal,Kacang,Sarapan
CR049,Lamtoro var. lokal dengan kulit,336,23.8,1.2,59.7,15.4,867,321,1.5,134,1858.9,0.07,5.4,0,0.15,1.34,0.9,16,Tunggal,Kacang,Sarapan
CP033,Kacang negara,480,18.4,19.1,58.5,11.7,34,404,10.3,101,385,2.5,7.1,0,0.63,0.05,2.6,0,Olahan,Kacang,Sarapan
DR086,Jamur encik,296,9.4,1.1,62,0,5,277,5.3,2,0,0.2,3.1,0,1.1,0.1,0,0,Tunggal,Sayur,Sarapan
DP025,Arwan sirsir,277,2.4,25,10.7,4.6,120,40,2.4,240,320,0.2,0.9,0,0.1,0.2,0,11,Olahan,Sayur,Sarapan
AP080,Manan samin,379,3.4,18.1,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Sarapan
AP083,Masekat,369,2.1,7,74.1,4,17,52,0.8,141,12,0.4,0.3,155,0,0,0,0,Olahan,Serealia,Sarapan
AP077,Laksa/Putu mayang,121,1.7,3.4,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Sarapan
AP112,Widaran,424,1.3,10.7,80.7,0.2,49,88,2.5,0,0,0,0,21,0.13,0.2,2.2,0,Olahan,Serealia,Sarapan
AP009,Nasi jagung,357,8.8,0.5,79.5,6.2,5,43,0.6,2,30.4,0.1,0.3,0,0.3,0.02,0.1,0.2,Olahan,Serealia,Sarapan
AP001,Nasi,180,3,0.3,39.8,0.2,25,27,0.4,1,38,0.1,0.6,0,0.05,0.1,2.6,0,Olahan,Serealia,Sarapan
AP002,Nasi tim,120,2.4,0.4,26,0.5,3,7,0.4,0,23.9,0.1,0.4,0,0.1,0,1.4,0,Olahan,Serealia,Sarapan
AP005,Nasi beras merah,149,2.8,0.4,32.5,0.3,6,63,0.8,5,91.4,0.2,0.9,0,0.06,0,1.6,0,Olahan,Serealia,Sarapan
AP007,Bihun goreng instan,381,6.1,3.9,80.3,0,266,151,2.9,928,0,0,0,58,0.37,0,0,0,Olahan,Serealia,Sarapan
AP014,Ketupat ketan,212,4,4.6,38.6,0.2,8,46,1,0,0,0,0,0,0.07,0,0.2,0,Olahan,Serealia,Sarapan
AP023,Misoa,345,8.5,2.2,78,0.5,52,120,8.7,3064,44,0.08,0,0,0,0.02,0.2,0,Olahan,Serealia,Sarapan
AP024,Roti putih,248,8,1.2,50,9.1,10,95,1.5,530,91,0.15,0.9,0,0.1,0.29,2.4,0,Olahan,Serealia,Sarapan
AP040,Bubur tinotuan (Manado),156,2.3,0.2,15.6,8.2,41,20,0.4,486,164,0.3,0.4,0,0.1,0.04,0,15,Olahan,Serealia,Sarapan
AP061,Ketupat kandangan,109,2.2,5.2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Sarapan
AP084,Mie aceh rebus,113,3,3.2,18.1,0,22,44,1.4,191,36,0.2,0.3,0,0,0,0,0,Olahan,Serealia,Sarapan
AP085,Mie ayam,102,6.2,3.9,10.5,0,262,51,1.8,279,0,0,0,39,0.85,0,0,0,Olahan,Serealia,Sarapan
AP086,Mie bakso,114,5.3,3,16.4,0.1,286,53,1.9,760,0,0,0,17,0.16,0,0,0,Olahan,Serealia,Sarapan
AP087,Mie celon,102,3,2.1,17.8,0,12,84,1.4,451,112,0.1,0.5,0,0,0,0,0,Olahan,Serealia,Sarapan
AP088,Mie pangsit basah,105,5.9,4.9,9.4,0,208,48,2,530,0,0,0,25,0.46,0,0,0,Olahan,Serealia,Sarapan
AP089,Nasi gemuk,192,3.8,8.8,24.4,0.7,15,74,1,355,63,0.2,1.4,0,0.19,0.05,2,0,Olahan,Serealia,Sarapan
AP090,Nasi gurih,190,4.7,7.5,26,0.7,12,62,0.8,296,52,0.2,1.2,0,0.11,0.06,2.1,0,Olahan,Serealia,Sarapan
AP091,Nasi minyak,207,3.5,5,37.1,0.8,26,100,1.5,74,174,0.2,2.2,0,0.14,0.07,2.6,0,Olahan,Serealia,Sarapan
AP092,Nasi rames,155,10.3,4.2,19.1,0,239,62,1.8,265,0,0,0,96,0.59,0,0,0,Olahan,Serealia,Sarapan
AP098,Pundut nasi,104,1.9,4.1,15.1,0.4,26,100,1.5,74,174,0,0,0,0,0,0,0,Olahan,Serealia,Sarapan
AP103,Roti boong,341,5.5,16.2,43.3,0,15,65,1.1,161,41,0,0.9,0,0.4,0.3,2.4,0,Olahan,Serealia,Sarapan
AP104,Roti warna sawo matang,249,7.9,1.5,49.7,0,20,140,2.5,500,91,0,0,0,0.15,0,0,0,Olahan,Serealia,Sarapan
AP106,Spaghetti,139,7.4,2.1,22.6,0,109,53,4.7,0,0,0,0,42,0.35,0,0,0,Olahan,Serealia,Sarapan
HP001,"Telur ayam, dadar, masakan",251,16.3,19.4,1.4,0,62,250,2.5,0,0,0,0,36,0.21,0,0,0,Olahan,Telur,Sarapan
HP003,"Telur bebek, dadar, masakan",301,20,23.7,0,0,71,600,9.2,0,0,0,0,122,0.35,0,0,0,Olahan,Telur,Sarapan
BP050,Mie Bendo,353,0.3,0,88,2.4,28,14,2.8,9,49.2,0.5,0.1,0,0.02,0,0.1,0.2,Olahan,Umbi,Sarapan
BP051,Mie Sagu,190,0.2,0.4,46.5,1.4,8,7,0.3,10,2.6,0.1,0,0,0,0.4,0,0.2,Olahan,Umbi,Sarapan
